ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate
1529689755.204494728,224,22.687,0.136,1448,1500,536,1448,374,159469726,110324,12403,110322,98.7e6,20.101,1.25,2,191.0e6,127.7e6,95.7e6,13660ms
1529689755.216105627,224,22.716,0.161,1448,1500,536,1448,374,159614526,110414,12414,110412,98.7e6,20.101,1.25,2,190.7e6,127.7e6,95.6e6,13672ms
1529689755.227815638,224,22.705,0.195,1448,1500,536,1448,372,159744846,110514,12424,110512,98.4e6,20.101,1.25,2,189.8e6,127.4e6,95.5e6,13684ms
1529689755.239566895,224,22.674,0.176,1448,1500,536,1448,372,159889646,110614,12435,110612,98.4e6,20.101,1.25,2,190.1e6,127.4e6,93.8e6,13696ms
1529689755.251633621,224,22.67,0.141,1448,1500,536,1448,372,160034446,110709,12446,110707,98.4e6,20.101,1.25,2,190.1e6,127.4e6,95.4e6,13708ms
1529689755.263368893,224,22.871,0.48,1448,1500,536,1448,372,160172006,110809,12457,110807,98.4e6,20.101,1.25,2,188.4e6,127.4e6,93.1e6,13720ms
1529689755.275045055,224,22.811,0.351,1448,1500,536,1448,372,160316806,110909,12468,110907,98.4e6,20.101,1.25,2,188.9e6,127.4e6,95.7e6,13732ms
1529689755.286588510,224,22.739,0.202,1448,1500,536,1448,372,160461606,110999,12479,110997,98.4e6,20.101,1.25,2,189.5e6,127.4e6,98.1e6,13744ms
1529689755.340848521,224,22.669,0.144,1448,1500,536,1448,372,161098726,111449,12528,111447,98.3e6,20.101,1.25,2,190.1e6,127.3e6,95.4e6,13796ms
1529689755.352656284,224,22.694,0.149,1448,1500,536,1448,372,161243526,111549,12539,111547,98.3e6,20.101,1.25,2,189.9e6,127.3e6,95.9e6,13808ms
1529689755.364474423,224,22.673,0.174,1448,1500,536,1448,372,161388326,111639,12550,111637,98.3e6,20.101,1.25,2,190.1e6,127.3e6,93.8e6,13820ms
1529689755.375950272,224,22.663,0.166,1448,1500,536,1448,372,161518646,111739,12560,111737,98.3e6,20.101,1.25,2,190.1e6,127.3e6,94.0e6,13832ms
1529689755.387561872,224,22.744,0.289,1448,1500,536,1448,372,161663446,111829,12571,111827,98.3e6,20.101,1.25,2,189.5e6,127.3e6,95.7e6,13844ms
1529689755.399162856,224,22.689,0.159,1448,1500,536,1448,372,161793766,111934,12581,111932,98.3e6,20.101,1.25,2,189.9e6,127.3e6,95.3e6,13856ms
1529689755.410733631,224,22.657,0.16,1448,1500,536,1448,372,161931326,112024,12592,112022,98.3e6,20.101,1.25,2,190.2e6,127.3e6,92.9e6,13868ms
1529689755.422253089,224,22.672,0.105,1448,1500,536,1448,372,162076126,112124,12603,112122,98.3e6,20.101,1.25,2,190.1e6,127.3e6,95.7e6,13880ms
1529689755.433446907,224,22.756,0.26,1448,1500,536,1448,372,162206446,112214,12613,112212,98.3e6,20.101,1.25,2,189.4e6,127.3e6,95.5e6,13892ms
1529689755.444765341,224,22.731,0.176,1448,1500,536,1448,372,162351246,112304,12624,112302,98.3e6,20.101,1.25,2,189.6e6,127.3e6,95.6e6,13900ms
1529689755.456145279,224,22.759,0.206,1448,1500,536,1448,372,162481566,112404,12634,112402,98.3e6,20.101,1.25,2,189.3e6,127.3e6,95.7e6,13912ms
1529689755.468108635,224,22.701,0.136,1448,1500,536,1448,372,162626366,112494,12645,112492,98.3e6,20.101,1.25,2,189.8e6,127.3e6,93.8e6,13924ms
1529689755.479925725,224,22.682,0.142,1448,1500,536,1448,372,162756686,112594,12655,112592,98.3e6,20.101,1.25,2,190.0e6,127.3e6,94.0e6,13936ms
1529689755.491915944,224,22.836,0.434,1448,1500,536,1448,372,162901486,112699,12666,112697,98.3e6,20.101,1.25,2,188.7e6,127.3e6,95.8e6,13948ms
1529689755.503708887,224,22.689,0.162,1448,1500,536,1448,372,163053526,112799,12678,112797,98.3e6,20.101,1.25,2,189.9e6,127.3e6,95.8e6,13960ms
1529689755.515397034,224,22.689,0.102,1448,1500,536,1448,372,163183846,112889,12688,112887,98.2e6,20.101,1.25,2,189.9e6,127.1e6,95.8e6,13972ms
1529689755.527118791,224,22.728,0.175,1448,1500,536,1448,372,163328646,112989,12699,112987,98.2e6,20.101,1.25,2,189.6e6,127.2e6,98.2e6,13984ms
1529689755.538901525,224,22.685,0.175,1448,1500,536,1448,372,163473446,113079,12710,113077,98.2e6,20.101,1.25,2,190.0e6,127.2e6,93.9e6,13996ms
1529689755.550375060,224,22.775,0.261,1448,1500,536,1448,372,163603766,113179,12720,113177,98.4e6,20.101,1.25,2,189.2e6,127.4e6,93.8e6,14008ms
1529689755.561908614,224,22.69,0.193,1448,1500,536,1448,372,163748566,113269,12731,113267,98.4e6,20.101,1.25,2,189.9e6,127.4e6,95.6e6,14020ms
1529689755.573149218,224,22.66,0.179,1448,1500,536,1448,372,163878886,113364,12741,113362,98.4e6,20.101,1.25,2,190.2e6,127.4e6,95.7e6,14032ms
1529689755.584524560,224,22.639,0.167,1448,1500,536,1448,372,164009206,113464,12751,113462,98.4e6,20.101,1.25,2,190.3e6,127.4e6,95.7e6,14040ms
1529689755.596141939,224,22.648,0.129,1448,1500,536,1448,372,164161246,113564,12763,113562,98.4e6,20.101,1.25,2,190.3e6,127.4e6,95.6e6,14052ms
1529689755.607601898,224,22.644,0.115,1448,1500,536,1448,372,164291566,113654,12773,113652,98.4e6,20.101,1.25,2,190.3e6,127.4e6,95.5e6,14064ms
1529689755.619504302,224,22.7,0.171,1448,1500,536,1448,372,164436366,113744,12784,113742,98.4e6,20.101,1.25,2,189.8e6,127.4e6,95.8e6,14076ms
1529689755.631394775,224,22.661,0.148,1448,1500,536,1448,372,164581166,113844,12796,113842,98.4e6,20.101,1.25,2,190.2e6,127.4e6,93.8e6,14088ms
1529689755.643072372,224,22.673,0.165,1448,1500,536,1448,372,164711486,113944,12806,113942,98.4e6,20.101,1.25,2,190.1e6,127.4e6,93.8e6,14100ms
1529689755.654933998,224,22.747,0.186,1448,1500,536,1448,372,164856286,114039,12817,114037,98.4e6,20.101,1.25,2,189.4e6,127.4e6,95.7e6,14112ms
1529689755.666124094,224,22.697,0.169,1448,1500,536,1448,372,164986606,114139,12827,114137,98.4e6,20.101,1.25,2,189.9e6,127.4e6,95.6e6,14124ms
1529689755.677482808,224,22.65,0.151,1448,1500,536,1448,372,165124166,114229,12839,114227,98.4e6,20.101,1.25,2,190.3e6,127.4e6,93.1e6,14136ms
1529689755.688813694,224,22.661,0.107,1448,1500,536,1448,372,165268966,114329,12850,114327,98.4e6,20.101,1.25,2,190.2e6,127.4e6,95.7e6,14144ms
1529689755.700847401,224,22.65,0.118,1448,1500,536,1448,372,165399286,114419,12860,114417,98.4e6,20.101,1.25,2,190.3e6,127.4e6,95.6e6,14156ms
1529689755.712455774,224,22.696,0.156,1448,1500,536,1448,372,165544086,114519,12872,114517,98.4e6,20.101,1.25,2,189.9e6,127.4e6,95.6e6,14168ms
1529689755.724386886,224,22.677,0.18,1448,1500,536,1448,372,165688886,114609,12883,114607,98.4e6,20.101,1.25,2,190.0e6,127.4e6,94.1e6,14180ms
1529689755.736100260,224,22.697,0.197,1448,1500,536,1448,372,165833686,114709,12896,114707,98.4e6,20.101,1.25,2,189.9e6,127.4e6,95.7e6,14192ms
1529689755.747964040,224,22.674,0.139,1448,1500,536,1448,372,165964006,114814,12907,114812,98.4e6,20.101,1.25,2,190.1e6,127.4e6,95.6e6,14204ms
1529689755.760169877,224,22.648,0.131,1448,1500,536,1448,372,166116046,114914,12919,114912,98.4e6,20.101,1.25,2,190.3e6,127.4e6,95.6e6,14216ms
1529689755.771812238,224,22.695,0.189,1448,1500,536,1448,372,166260846,115004,12930,115002,98.4e6,20.101,1.25,2,189.9e6,127.4e6,95.7e6,14228ms
1529689755.783743309,224,22.712,0.176,1448,1500,536,1448,372,166391166,115104,12940,115102,98.3e6,20.101,1.25,2,189.7e6,127.2e6,95.7e6,14240ms
1529689755.795662651,224,22.684,0.178,1448,1500,536,1448,372,166535966,115204,12951,115202,98.3e6,20.101,1.25,2,190.0e6,127.2e6,93.8e6,14252ms
1529689755.807337186,224,22.714,0.191,1448,1500,536,1448,372,166680766,115294,12962,115292,98.3e6,20.101,1.25,2,189.7e6,127.2e6,95.5e6,14264ms
1529689755.819101261,224,22.821,0.433,1448,1500,536,1448,372,166818326,115399,12973,115397,98.3e6,20.101,1.25,2,188.8e6,127.2e6,93.6e6,14276ms
1529689755.831067330,224,22.707,0.134,1448,1500,536,1448,372,166963126,115499,12984,115497,98.3e6,20.101,1.25,2,189.8e6,127.2e6,95.7e6,14288ms
1529689755.842365573,224,22.662,0.126,1448,1500,536,1448,372,167093446,115589,12994,115587,98.3e6,20.101,1.25,2,190.2e6,127.2e6,95.7e6,14300ms
1529689755.853995000,224,22.702,0.16,1448,1500,536,1448,372,167238246,115689,13005,115687,98.3e6,20.101,1.25,2,189.8e6,127.3e6,95.8e6,14312ms
1529689755.865263307,224,22.821,0.371,1448,1500,536,1448,372,167368566,115779,13015,115777,98.3e6,20.101,1.25,2,188.8e6,127.3e6,95.8e6,14324ms
1529689755.876651510,224,22.726,0.192,1448,1500,536,1448,372,167513366,115869,13026,115867,98.3e6,20.101,1.25,2,189.6e6,127.3e6,93.8e6,14332ms
1529689755.888265736,224,22.737,0.236,1448,1500,536,1448,372,167643686,115969,13036,115967,98.3e6,20.101,1.25,2,189.5e6,127.3e6,93.8e6,14344ms
1529689755.899649607,224,22.682,0.145,1448,1500,536,1448,372,167788486,116059,13047,116057,98.3e6,20.101,1.25,2,190.0e6,127.3e6,95.6e6,14356ms
1529689755.911246843,224,22.673,0.139,1448,1500,536,1448,372,167918806,116154,13057,116152,98.3e6,20.101,1.25,2,190.1e6,127.3e6,95.6e6,14368ms
1529689755.922341959,224,22.648,0.148,1448,1500,536,1448,372,168056366,116254,13068,116252,98.3e6,20.101,1.25,2,190.3e6,127.3e6,93.2e6,14380ms
1529689755.933808891,224,22.679,0.125,1448,1500,536,1448,372,168186686,116344,13079,116342,98.3e6,20.101,1.25,2,190.0e6,127.3e6,93.1e6,14392ms
1529689755.945109697,224,22.672,0.094,1448,1500,536,1448,372,168331486,116444,13090,116442,98.3e6,20.101,1.25,2,190.1e6,127.3e6,95.6e6,14404ms
1529689755.956317055,224,22.663,0.124,1448,1500,536,1448,372,168461806,116534,13100,116532,98.3e6,20.101,1.25,2,190.1e6,127.3e6,96.2e6,14412ms
1529689755.967862891,224,22.66,0.112,1448,1500,536,1448,372,168592126,116624,13110,116622,98.3e6,20.101,1.25,2,190.2e6,127.3e6,96.0e6,14424ms
1529689755.979322126,224,22.702,0.158,1448,1500,536,1448,372,168736926,116724,13121,116722,98.3e6,20.101,1.25,2,189.8e6,127.3e6,95.7e6,14436ms
1529689755.990643225,224,22.704,0.154,1448,1500,536,1448,372,168867246,116814,13131,116812,98.3e6,20.101,1.25,2,189.8e6,127.3e6,95.7e6,14448ms
1529689756.002083130,224,22.786,0.278,1448,1500,536,1448,372,169012046,116904,13142,116902,98.3e6,20.101,1.25,2,189.1e6,127.3e6,93.9e6,14460ms
1529689756.013045352,224,22.749,0.255,1448,1500,536,1448,372,169142366,116994,13152,116992,98.3e6,20.101,1.25,2,189.4e6,127.3e6,93.9e6,14472ms
1529689756.024266631,224,22.685,0.166,1448,1500,536,1448,372,169272686,117094,13162,117092,98.3e6,20.101,1.25,2,190.0e6,127.3e6,94.0e6,14480ms
1529689756.035757071,224,22.676,0.143,1448,1500,536,1448,372,169417486,117184,13173,117182,98.3e6,20.101,1.25,2,190.0e6,127.3e6,95.5e6,14492ms
1529689756.047443659,224,22.669,0.153,1448,1500,536,1448,372,169547806,117279,13183,117277,98.3e6,20.101,1.25,2,190.1e6,127.3e6,95.5e6,14504ms
1529689756.058902402,224,22.656,0.151,1448,1500,536,1448,372,169685366,117379,13194,117377,98.3e6,20.101,1.25,2,190.2e6,127.3e6,93.1e6,14516ms
1529689756.070258571,224,22.696,0.163,1448,1500,536,1448,372,169830166,117479,13205,117477,98.3e6,20.101,1.25,2,189.9e6,127.3e6,95.6e6,14528ms
1529689756.081670160,224,22.675,0.12,1448,1500,536,1448,372,169960486,117569,13215,117567,98.3e6,20.101,1.25,2,190.0e6,127.3e6,95.6e6,14540ms
1529689756.092870602,224,22.671,0.117,1448,1500,536,1448,372,170090806,117659,13225,117657,98.4e6,20.101,1.25,2,190.1e6,127.5e6,95.8e6,14548ms
1529689756.104330014,224,22.704,0.168,1448,1500,536,1448,372,170235606,117749,13236,117747,98.4e6,20.101,1.25,2,189.8e6,127.5e6,95.6e6,14560ms
1529689756.115531538,224,22.725,0.188,1448,1500,536,1448,372,170365926,117849,13246,117847,98.4e6,20.101,1.25,2,189.6e6,127.5e6,95.6e6,14572ms
1529689756.126938033,224,22.715,0.182,1448,1500,536,1448,372,170496246,117939,13256,117937,98.4e6,20.101,1.25,2,189.7e6,127.5e6,95.6e6,14584ms
1529689756.138236039,224,22.683,0.178,1448,1500,536,1448,372,170641046,118029,13267,118027,98.4e6,20.101,1.25,2,190.0e6,127.5e6,93.8e6,14596ms
1529689756.149642675,224,22.681,0.157,1448,1500,536,1448,372,170771366,118129,13277,118127,98.4e6,20.101,1.25,2,190.0e6,127.5e6,93.9e6,14608ms
1529689756.160776373,224,22.684,0.147,1448,1500,536,1448,372,170901686,118219,13287,118217,98.4e6,20.101,1.25,2,190.0e6,127.5e6,94.0e6,14616ms
1529689756.172040673,224,22.688,0.141,1448,1500,536,1448,372,171032006,118309,13297,118307,98.4e6,20.101,1.25,2,189.9e6,127.5e6,94.0e6,14628ms
1529689756.183406422,224,22.689,0.154,1448,1500,536,1448,372,171176806,118404,13309,118402,98.4e6,20.101,1.25,2,189.9e6,127.5e6,95.6e6,14640ms
1529689756.194810900,224,22.667,0.148,1448,1500,536,1448,372,171307126,118504,13319,118502,98.4e6,20.101,1.25,2,190.1e6,127.5e6,95.7e6,14652ms
1529689756.205967885,224,22.667,0.132,1448,1500,536,1448,372,171444686,118594,13330,118592,98.4e6,20.101,1.25,2,190.1e6,127.5e6,93.1e6,14664ms
1529689756.217380240,224,22.68,0.122,1448,1500,536,1448,372,171589486,118694,13342,118692,98.4e6,20.101,1.25,2,190.0e6,127.5e6,95.5e6,14676ms
1529689756.228816585,224,22.671,0.114,1448,1500,536,1448,372,171719806,118784,13352,118782,98.4e6,20.101,1.25,2,190.1e6,127.5e6,95.7e6,14684ms
1529689756.240111112,224,22.672,0.107,1448,1500,536,1448,372,171850126,118874,13362,118872,98.4e6,20.101,1.25,2,190.1e6,127.5e6,95.7e6,14696ms
1529689756.251455255,224,22.709,0.162,1448,1500,536,1448,372,171994926,118964,13373,118962,98.4e6,20.101,1.25,2,189.8e6,127.5e6,95.7e6,14708ms
1529689756.262620537,224,22.697,0.172,1448,1500,536,1448,372,172125246,119054,13383,119052,98.4e6,20.101,1.25,2,189.9e6,127.5e6,98.3e6,14720ms
1529689756.273982898,224,22.705,0.176,1448,1500,536,1448,372,172255566,119154,13393,119152,98.4e6,20.101,1.25,2,189.8e6,127.5e6,95.6e6,14732ms
1529689756.285118948,224,22.717,0.162,1448,1500,536,1448,372,172385886,119244,13403,119242,98.4e6,20.101,1.25,2,189.7e6,127.5e6,95.6e6,14744ms
1529689756.296638482,224,22.887,0.469,1448,1500,536,1448,372,172530686,119344,13414,119342,98.4e6,20.101,1.25,2,188.3e6,127.5e6,93.9e6,14752ms
1529689756.308023397,224,22.734,0.215,1448,1500,536,1448,372,172661006,119434,13424,119432,98.4e6,20.101,1.25,2,189.6e6,127.5e6,93.9e6,14764ms
1529689756.319452312,224,22.68,0.153,1448,1500,536,1448,372,172805806,119524,13435,119522,98.4e6,20.101,1.25,2,190.0e6,127.5e6,95.6e6,14776ms
1529689756.330902613,224,22.678,0.134,1448,1500,536,1448,372,172936126,119619,13445,119617,98.4e6,20.101,1.25,2,190.0e6,127.5e6,95.2e6,14788ms
1529689756.342094523,224,22.657,0.125,1448,1500,536,1448,372,173073686,119719,13456,119717,98.3e6,20.101,1.25,2,190.2e6,127.3e6,93.0e6,14800ms
1529689756.353503316,224,22.676,0.133,1448,1500,536,1448,372,173204006,119809,13466,119807,98.3e6,20.101,1.25,2,190.0e6,127.3e6,93.1e6,14812ms
1529689756.364806197,224,22.687,0.1,1448,1500,536,1448,372,173348806,119909,13478,119907,98.3e6,20.101,1.25,2,189.9e6,127.3e6,95.7e6,14820ms
1529689756.375996714,224,22.682,0.112,1448,1500,536,1448,372,173479126,119999,13489,119997,98.5e6,20.101,1.25,2,190.0e6,127.5e6,95.7e6,14832ms
1529689756.387440057,224,22.662,0.115,1448,1500,536,1448,372,173609446,120089,13499,120087,98.5e6,20.101,1.25,2,190.2e6,127.5e6,95.7e6,14844ms
1529689756.398790400,224,22.695,0.185,1448,1500,536,1448,372,173754246,120179,13510,120177,98.5e6,20.101,1.25,2,189.9e6,127.5e6,95.5e6,14856ms
1529689756.410077324,224,22.697,0.18,1448,1500,536,1448,372,173884566,120279,13520,120277,98.5e6,20.101,1.25,2,189.9e6,127.5e6,95.7e6,14868ms
1529689756.421307651,224,22.698,0.155,1448,1500,536,1448,372,174014886,120369,13530,120367,98.5e6,20.101,1.25,2,189.9e6,127.5e6,95.7e6,14880ms
1529689756.432668491,224,22.893,0.508,1448,1500,536,1448,372,174159686,120459,13541,120457,98.5e6,20.101,1.25,2,188.2e6,127.5e6,93.8e6,14888ms
1529689756.444011989,224,22.733,0.204,1448,1500,536,1448,372,174290006,120559,13551,120557,98.5e6,20.101,1.25,2,189.6e6,127.5e6,93.8e6,14900ms
1529689756.455312740,224,22.675,0.144,1448,1500,536,1448,372,174433358,120649,13562,120647,98.5e6,20.101,1.25,2,190.0e6,127.5e6,95.2e6,14912ms
1529689756.466507686,224,22.724,0.2,1448,1500,536,1448,372,174565126,120739,13572,120737,98.5e6,20.101,1.25,2,189.6e6,127.5e6,95.5e6,14924ms
1529689756.477863398,224,22.69,0.176,1448,1500,536,1448,372,174695446,120834,13582,120832,98.5e6,20.101,1.25,2,189.9e6,127.5e6,95.6e6,14936ms
1529689756.489079566,224,22.69,0.134,1448,1500,536,1448,372,174825766,120934,13592,120932,98.5e6,20.101,1.25,2,189.9e6,127.5e6,95.3e6,14948ms
1529689756.500505439,224,22.744,0.249,1448,1500,536,1448,372,174963326,121024,13603,121022,98.5e6,20.101,1.25,2,189.5e6,127.5e6,93.1e6,14956ms
1529689756.511858410,224,22.657,0.115,1448,1500,536,1448,372,175108126,121124,13615,121122,98.5e6,20.101,1.25,2,190.2e6,127.5e6,96.1e6,14968ms
1529689756.523246079,224,22.67,0.116,1448,1500,536,1448,372,175238446,121214,13625,121212,98.5e6,20.101,1.25,2,190.1e6,127.5e6,95.5e6,14980ms
1529689756.534683383,224,22.666,0.114,1448,1500,536,1448,372,175368766,121304,13635,121302,98.5e6,20.101,1.25,2,190.1e6,127.5e6,95.8e6,14992ms
1529689756.546044687,224,22.732,0.192,1448,1500,536,1448,372,175513566,121404,13646,121402,98.5e6,20.101,1.25,2,189.6e6,127.5e6,98.3e6,15004ms
1529689756.557369780,224,22.713,0.18,1448,1500,536,1448,372,175643886,121494,13656,121492,98.5e6,20.101,1.25,2,189.7e6,127.5e6,95.6e6,15016ms
1529689756.568896223,224,22.694,0.142,1448,1500,536,1448,372,175788686,121584,13667,121582,98.5e6,20.101,1.25,2,189.9e6,127.5e6,93.4e6,15024ms
1529689756.580297630,224,22.702,0.146,1448,1500,536,1448,372,175919006,121684,13677,121682,98.5e6,20.101,1.25,2,189.8e6,127.5e6,93.9e6,15036ms
1529689756.591793935,224,22.689,0.15,1448,1500,536,1448,372,176063806,121774,13688,121772,98.5e6,20.101,1.25,2,189.9e6,127.5e6,95.5e6,15048ms
1529689756.604059750,224,22.659,0.135,1448,1500,536,1448,372,176201366,121879,13699,121877,98.5e6,20.101,1.25,2,190.2e6,127.5e6,93.1e6,15060ms
1529689756.615892801,224,22.653,0.121,1448,1500,536,1448,372,176346166,121979,13710,121977,98.5e6,20.101,1.25,2,190.2e6,127.5e6,95.9e6,15072ms
1529689756.627489391,224,22.706,0.188,1448,1500,536,1448,372,176490966,122069,13721,122067,98.5e6,20.101,1.25,2,189.8e6,127.5e6,98.2e6,15084ms
1529689756.639486566,224,22.691,0.196,1448,1500,536,1448,372,176621286,122169,13732,122167,98.5e6,20.101,1.25,2,189.9e6,127.5e6,98.0e6,15096ms
1529689756.651304675,224,22.688,0.179,1448,1500,536,1448,372,176766086,122269,13743,122267,98.5e6,20.101,1.25,2,189.9e6,127.5e6,93.8e6,15108ms
1529689756.663141062,224,22.662,0.156,1448,1500,536,1448,372,176910886,122364,13754,122362,98.5e6,20.101,1.25,2,190.2e6,127.5e6,95.6e6,15120ms
1529689756.674851430,224,22.648,0.134,1448,1500,536,1448,372,177048446,122464,13765,122462,98.5e6,20.101,1.25,2,190.3e6,127.5e6,93.1e6,15132ms
1529689756.686303775,224,22.657,0.125,1448,1500,536,1448,372,177193246,122564,13777,122562,98.5e6,20.101,1.25,2,190.2e6,127.5e6,95.6e6,15144ms
1529689756.698000483,224,22.653,0.133,1448,1500,536,1448,372,177323566,122654,13787,122652,98.5e6,20.101,1.25,2,190.2e6,127.5e6,95.6e6,15156ms
1529689756.709437420,224,22.698,0.161,1448,1500,536,1448,372,177468366,122744,13799,122742,98.5e6,20.101,1.25,2,189.9e6,127.5e6,98.0e6,15168ms
1529689756.721187636,224,22.683,0.162,1448,1500,536,1448,372,177598686,122844,13809,122842,98.5e6,20.101,1.25,2,190.0e6,127.5e6,98.4e6,15176ms
1529689756.732718064,224,22.677,0.163,1448,1500,536,1448,372,177743486,122944,13820,122942,98.5e6,20.101,1.25,2,190.0e6,127.5e6,93.8e6,15188ms
1529689756.744415268,224,22.679,0.172,1448,1500,536,1448,372,177888286,123034,13831,123032,98.5e6,20.101,1.25,2,190.0e6,127.5e6,95.3e6,15200ms
1529689756.755983484,224,22.689,0.167,1448,1500,536,1448,372,178018606,123129,13841,123127,98.5e6,20.101,1.25,2,189.9e6,127.5e6,95.7e6,15212ms
1529689756.767961870,224,22.669,0.134,1448,1500,536,1448,372,178156166,123229,13852,123227,98.5e6,20.101,1.25,2,190.1e6,127.5e6,93.1e6,15224ms
1529689756.779736005,224,22.661,0.125,1448,1500,536,1448,372,178300966,123329,13863,123327,98.5e6,20.101,1.25,2,190.2e6,127.5e6,95.4e6,15236ms
1529689756.791431901,224,22.699,0.145,1448,1500,536,1448,372,178445766,123429,13874,123427,98.5e6,20.101,1.25,2,189.8e6,127.5e6,96.0e6,15248ms
1529689756.803086441,224,22.679,0.172,1448,1500,536,1448,372,178590566,123519,13886,123517,98.5e6,20.101,1.25,2,190.0e6,127.5e6,93.8e6,15260ms
1529689756.814610107,224,22.672,0.18,1448,1500,536,1448,372,178720886,123619,13896,123617,98.5e6,20.101,1.25,2,190.1e6,127.5e6,93.9e6,15272ms
1529689756.826240292,224,22.656,0.147,1448,1500,536,1448,372,178865686,123709,13907,123707,98.4e6,20.101,1.25,2,190.2e6,127.5e6,95.5e6,15284ms
1529689756.838090013,224,22.634,0.117,1448,1500,536,1448,372,179003246,123814,13919,123812,98.4e6,20.101,1.25,2,190.4e6,127.5e6,93.1e6,15296ms
1529689756.849938499,224,22.652,0.137,1448,1500,536,1448,372,179148046,123914,13930,123912,98.4e6,20.101,1.25,2,190.2e6,127.5e6,95.6e6,15308ms
1529689756.861706206,224,22.699,0.167,1448,1500,536,1448,372,179292846,124004,13941,124002,98.4e6,20.101,1.25,2,189.8e6,127.5e6,95.7e6,15320ms
1529689756.873464242,224,22.812,0.287,1448,1500,536,1448,372,179423166,124104,13951,124102,98.4e6,20.101,1.25,2,188.9e6,127.5e6,95.8e6,15332ms
1529689756.885087050,224,22.702,0.196,1448,1500,536,1448,372,179567966,124194,13962,124192,98.4e6,20.101,1.25,2,189.8e6,127.5e6,93.9e6,15340ms
1529689756.896870031,224,22.683,0.158,1448,1500,536,1448,372,179698286,124294,13972,124292,98.4e6,20.101,1.25,2,190.0e6,127.5e6,93.8e6,15352ms
1529689756.908474366,224,22.666,0.143,1448,1500,536,1448,372,179843086,124389,13983,124387,98.4e6,20.101,1.25,2,190.1e6,127.5e6,95.4e6,15364ms
1529689756.920105137,224,22.661,0.119,1448,1500,536,1448,372,179980646,124489,13994,124487,98.4e6,20.101,1.25,2,190.2e6,127.4e6,93.1e6,15376ms
1529689756.931665062,224,22.793,0.336,1448,1500,536,1448,372,180125446,124589,14005,124587,98.4e6,20.101,1.25,2,189.1e6,127.4e6,95.8e6,15388ms
1529689756.943516752,224,22.698,0.147,1448,1500,536,1448,372,180255766,124679,14015,124677,98.4e6,20.101,1.25,2,189.9e6,127.4e6,95.8e6,15400ms
1529689756.955406435,224,22.701,0.19,1448,1500,536,1448,372,180400566,124779,14026,124777,98.4e6,20.101,1.25,2,189.8e6,127.4e6,95.7e6,15412ms
1529689756.967479062,224,22.691,0.176,1448,1500,536,1448,372,180545366,124879,14037,124877,98.2e6,20.101,1.25,2,189.9e6,127.2e6,93.8e6,15424ms
1529689756.979548785,224,22.687,0.168,1448,1500,536,1448,372,180690166,124974,14048,124972,98.2e6,20.101,1.25,2,189.9e6,127.2e6,95.5e6,15436ms
1529689756.991268215,224,22.646,0.136,1448,1500,536,1448,372,180827726,125074,14059,125072,98.4e6,20.101,1.25,2,190.3e6,127.4e6,93.0e6,15448ms
